Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Position,Image Alt Text,Gift Card,Variant Weight Unit,Variant SKU,Variant Compare At Price,Variant Barcode,SEO Description,Cost per item,custom_fields[pid],Image Src,Collection
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-500-a-ar-un-ac-3ne4334-3,"SITOR fuse link, with slotted blade contacts, NH2, In: 500 A, aR, Un AC:- 3NE4334-3","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 500 A, aR, Un AC: 750 V, front indicator www.siemens.com/fuses.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE43343_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 500 A, aR, Un AC: 750 V, front indicator motor - 3NE4334-3<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","Diazed fuse link, Knife blade fuse (NH), Low Voltage HRC fuse, Type of fuse",1,Title,Default Title,811,shopify,45000,continue,manual,302,1,1,1,,0,g,,,,,,3NE4334-3,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_00554P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-450-a-ar-un-ac-3ne4333-3,"SITOR fuse link, with slotted blade contacts, NH2, In: 450 A, aR, Un AC:- 3NE4333-3","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 450 A, aR, Un AC: 750 V, front indicator SITOR 3NE and 3NC semiconductor fuses protect power semiconductors from the effects of short circuits. As an important element of the SENTRON protective component line for electronic installations, the SITOR fuse system from Siemens provides effective protection for personnel, equipment and plants with reliable shutdown in the event of an overload or short circuit. The area of application also includes frequency converters with fuses in the input circuit and in the DC link and also UPS systems and soft-starters for motors. Key features of the Siemens SITOR fuses: 1. Extremely fast-acting switch-off characteristic compared to conventional LV HRC fuses. 2. Power semiconductors are also reliably protected in the event of a short-circuit. 3. The Siemens quality standard ensures very good characteristic curve accuracy. 4. SITOR cylindrical fuses are approved in accordance with IEC and UL and largely also CCC and can therefore be used worldwide. 5. In some cases suitable for installation in LV HRC fuse bases, in LV fuse switch disconnectors and switch disconnectors with fuses. www.siemens.com/fuses. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution boards as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE43333_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 450 A, aR, Un AC: 750 V, front indicator motor - 3NE4333-3<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","semiconductor fuses, semiconductor protection, SITOR fuses",1,Title,Default Title,810,shopify,45000,continue,manual,294,1,1,1,,0,g,,,,,,3NE4333-3,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_00554P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-400-a-gr-un-ac-3ne4332-3,"SITOR fuse link, with slotted blade contacts, NH2, In: 400 A, gR, Un AC:- 3NE4332-3","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 400 A, gR, Un AC: 750 V, front indicator SITOR 3NE and 3NC semiconductor fuses protect power semiconductors from the effects of short circuits. As an important element of the SENTRON protective component line for electronic installations, the SITOR fuse system from Siemens provides effective protection for personnel, equipment and plants with reliable shutdown in the event of an overload or short circuit. The area of application also includes frequency converters with fuses in the input circuit and in the DC link and also UPS systems and soft-starters for motors. Key features of the Siemens SITOR fuses: 1. Extremely fast-acting switch-off characteristic compared to conventional LV HRC fuses. 2. Power semiconductors are also reliably protected in the event of a short-circuit. 3. The Siemens quality standard ensures very good characteristic curve accuracy. 4. SITOR cylindrical fuses are approved in accordance with IEC and UL and largely also CCC and can therefore be used worldwide. 5. In some cases suitable for installation in LV HRC fuse bases, in LV fuse switch disconnectors and switch disconnectors with fuses. www.siemens.com/fuses. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution boards as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE43323_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 400 A, gR, Un AC: 750 V, front indicator motor - 3NE4332-3<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","semiconductor fuses, semiconductor protection, SITOR fuses",1,Title,Default Title,808,shopify,45000,continue,manual,284,1,1,1,,0,g,,,,,,3NE4332-3,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_00554P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-350-a-gr-un-ac-3ne4331-3,"SITOR fuse link, with slotted blade contacts, NH2, In: 350 A, gR, Un AC:- 3NE4331-3","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 350 A, gR, Un AC: 750 V, front indicator SITOR 3NE and 3NC semiconductor fuses protect power semiconductors from the effects of short circuits. As an important element of the SENTRON protective component line for electronic installations, the SITOR fuse system from Siemens provides effective protection for personnel, equipment and plants with reliable shutdown in the event of an overload or short circuit. The area of application also includes frequency converters with fuses in the input circuit and in the DC link and also UPS systems and soft-starters for motors. Key features of the Siemens SITOR fuses: 1. Extremely fast-acting switch-off characteristic compared to conventional LV HRC fuses. 2. Power semiconductors are also reliably protected in the event of a short-circuit. 3. The Siemens quality standard ensures very good characteristic curve accuracy. 4. SITOR cylindrical fuses are approved in accordance with IEC and UL and largely also CCC and can therefore be used worldwide. 5. In some cases suitable for installation in LV HRC fuse bases, in LV fuse switch disconnectors and switch disconnectors with fuses. www.siemens.com/fuses. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution boards as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE43313_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 350 A, gR, Un AC: 750 V, front indicator motor - 3NE4331-3<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","semiconductor fuses, semiconductor protection, SITOR fuses",1,Title,Default Title,806,shopify,45000,continue,manual,278,1,1,1,,0,g,,,,,,3NE4331-3,https://static.siemens.com/mimes/10001000PNG/P_NSE0_XX_00554P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-630-a-ar-un-3ne5336-0mk66,"SITOR fuse link, with slotted blade contacts, NH2, In: 630 A, aR, Un- 3NE5336-0MK66","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 630 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator SITOR 3NE and 3NC semiconductor fuses protect power semiconductors from the effects of short circuits. As an important element of the SENTRON protective component line for electronic installations, the SITOR fuse system from Siemens provides effective protection for personnel, equipment and plants with reliable shutdown in the event of an overload or short circuit. The area of application also includes frequency converters with fuses in the input circuit and in the DC link and also UPS systems and soft-starters for motors. Key features of the Siemens SITOR fuses: 1. Extremely fast-acting switch-off characteristic compared to conventional LV HRC fuses. 2. Power semiconductors are also reliably protected in the event of a short-circuit. 3. The Siemens quality standard ensures very good characteristic curve accuracy. 4. SITOR cylindrical fuses are approved in accordance with IEC and UL and largely also CCC and can therefore be used worldwide. 5. In some cases suitable for installation in LV HRC fuse bases, in LV fuse switch disconnectors and switch disconnectors with fuses. www.siemens.com/fuses. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution boards as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE53360MK66_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 630 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator motor - 3NE5336-0MK66<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","semiconductor fuses, semiconductor protection, SITOR fuses",1,Title,Default Title,1316,shopify,45000,continue,manual,388,1,1,1,,0,g,,,,,,3NE5336-0MK66,https://static.siemens.com/mimes/10001000PNG/P_I201_XX_08187P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-630-a-ar-un-3ne5336-0mk06,"SITOR fuse link, with slotted blade contacts, NH2, In: 630 A, aR, Un- 3NE5336-0MK06","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 630 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator SITOR 3NE and 3NC semiconductor fuses protect power semiconductors from the effects of short circuits. As an important element of the SENTRON protective component line for electronic installations, the SITOR fuse system from Siemens provides effective protection for personnel, equipment and plants with reliable shutdown in the event of an overload or short circuit. The area of application also includes frequency converters with fuses in the input circuit and in the DC link and also UPS systems and soft-starters for motors. Key features of the Siemens SITOR fuses: 1. Extremely fast-acting switch-off characteristic compared to conventional LV HRC fuses. 2. Power semiconductors are also reliably protected in the event of a short-circuit. 3. The Siemens quality standard ensures very good characteristic curve accuracy. 4. SITOR cylindrical fuses are approved in accordance with IEC and UL and largely also CCC and can therefore be used worldwide. 5. In some cases suitable for installation in LV HRC fuse bases, in LV fuse switch disconnectors and switch disconnectors with fuses. www.siemens.com/fuses. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution boards as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE53360MK06_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 630 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator motor - 3NE5336-0MK06<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","semiconductor fuses, semiconductor protection, SITOR fuses",1,Title,Default Title,1257,shopify,45000,continue,manual,388,1,1,1,,0,g,,,,,,3NE5336-0MK06,https://static.siemens.com/mimes/10001000PNG/P_I201_XX_08187P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-500-a-ar-un-3ne5334-0mk06,"SITOR fuse link, with slotted blade contacts, NH2, In: 500 A, aR, Un- 3NE5334-0MK06","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 500 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator www.siemens.com/fuses.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE53340MK06_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 500 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator motor - 3NE5334-0MK06<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","Diazed fuse link, Knife blade fuse (NH), Low Voltage HRC fuse, Type of fuse",1,Title,Default Title,1249,shopify,45000,continue,manual,368,1,1,1,,0,g,,,,,,3NE5334-0MK06,https://static.siemens.com/mimes/10001000PNG/P_I201_XX_08187P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-400-a-ar-un-3ne5332-0mk06,"SITOR fuse link, with slotted blade contacts, NH2, In: 400 A, aR, Un- 3NE5332-0MK06","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 400 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator SITOR 3NE and 3NC semiconductor fuses protect power semiconductors from the effects of short circuits. As an important element of the SENTRON protective component line for electronic installations, the SITOR fuse system from Siemens provides effective protection for personnel, equipment and plants with reliable shutdown in the event of an overload or short circuit. The area of application also includes frequency converters with fuses in the input circuit and in the DC link and also UPS systems and soft-starters for motors. Key features of the Siemens SITOR fuses: 1. Extremely fast-acting switch-off characteristic compared to conventional LV HRC fuses. 2. Power semiconductors are also reliably protected in the event of a short-circuit. 3. The Siemens quality standard ensures very good characteristic curve accuracy. 4. SITOR cylindrical fuses are approved in accordance with IEC and UL and largely also CCC and can therefore be used worldwide. 5. In some cases suitable for installation in LV HRC fuse bases, in LV fuse switch disconnectors and switch disconnectors with fuses. www.siemens.com/fuses. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution boards as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE53320MK06_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 400 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator motor - 3NE5332-0MK06<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","semiconductor fuses, semiconductor protection, SITOR fuses",1,Title,Default Title,1239,shopify,45000,continue,manual,346,1,1,1,,0,g,,,,,,3NE5332-0MK06,https://static.siemens.com/mimes/10001000PNG/P_I201_XX_08187P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-315-a-ar-un-3ne5330-0mk06,"SITOR fuse link, with slotted blade contacts, NH2, In: 315 A, aR, Un- 3NE5330-0MK06","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 315 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator SITOR 3NE and 3NC semiconductor fuses protect power semiconductors from the effects of short circuits. As an important element of the SENTRON protective component line for electronic installations, the SITOR fuse system from Siemens provides effective protection for personnel, equipment and plants with reliable shutdown in the event of an overload or short circuit. The area of application also includes frequency converters with fuses in the input circuit and in the DC link and also UPS systems and soft-starters for motors. Key features of the Siemens SITOR fuses: 1. Extremely fast-acting switch-off characteristic compared to conventional LV HRC fuses. 2. Power semiconductors are also reliably protected in the event of a short-circuit. 3. The Siemens quality standard ensures very good characteristic curve accuracy. 4. SITOR cylindrical fuses are approved in accordance with IEC and UL and largely also CCC and can therefore be used worldwide. 5. In some cases suitable for installation in LV HRC fuse bases, in LV fuse switch disconnectors and switch disconnectors with fuses. www.siemens.com/fuses. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution boards as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE53300MK06_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 315 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator motor - 3NE5330-0MK06<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","semiconductor fuses, semiconductor protection, SITOR fuses",1,Title,Default Title,1242,shopify,45000,continue,manual,328,1,1,1,,0,g,,,,,,3NE5330-0MK06,https://static.siemens.com/mimes/10001000PNG/P_I201_XX_08187P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-250-a-ar-un-3ne5327-0mk06,"SITOR fuse link, with slotted blade contacts, NH2, In: 250 A, aR, Un- 3NE5327-0MK06","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 250 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator SITOR 3NE and 3NC semiconductor fuses protect power semiconductors from the effects of short circuits. As an important element of the SENTRON protective component line for electronic installations, the SITOR fuse system from Siemens provides effective protection for personnel, equipment and plants with reliable shutdown in the event of an overload or short circuit. The area of application also includes frequency converters with fuses in the input circuit and in the DC link and also UPS systems and soft-starters for motors. Key features of the Siemens SITOR fuses: 1. Extremely fast-acting switch-off characteristic compared to conventional LV HRC fuses. 2. Power semiconductors are also reliably protected in the event of a short-circuit. 3. The Siemens quality standard ensures very good characteristic curve accuracy. 4. SITOR cylindrical fuses are approved in accordance with IEC and UL and largely also CCC and can therefore be used worldwide. 5. In some cases suitable for installation in LV HRC fuse bases, in LV fuse switch disconnectors and switch disconnectors with fuses. www.siemens.com/fuses. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution boards as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE53270MK06_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 250 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator motor - 3NE5327-0MK06<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","semiconductor fuses, semiconductor protection, SITOR fuses",1,Title,Default Title,1248,shopify,45000,continue,manual,312,1,1,1,,0,g,,,,,,3NE5327-0MK06,https://static.siemens.com/mimes/10001000PNG/P_I201_XX_08187P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-200-a-ar-un-3ne5325-0mk06,"SITOR fuse link, with slotted blade contacts, NH2, In: 200 A, aR, Un- 3NE5325-0MK06","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 200 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator SITOR 3NE and 3NC semiconductor fuses protect power semiconductors from the effects of short circuits. As an important element of the SENTRON protective component line for electronic installations, the SITOR fuse system from Siemens provides effective protection for personnel, equipment and plants with reliable shutdown in the event of an overload or short circuit. The area of application also includes frequency converters with fuses in the input circuit and in the DC link and also UPS systems and soft-starters for motors. Key features of the Siemens SITOR fuses: 1. Extremely fast-acting switch-off characteristic compared to conventional LV HRC fuses. 2. Power semiconductors are also reliably protected in the event of a short-circuit. 3. The Siemens quality standard ensures very good characteristic curve accuracy. 4. SITOR cylindrical fuses are approved in accordance with IEC and UL and largely also CCC and can therefore be used worldwide. 5. In some cases suitable for installation in LV HRC fuse bases, in LV fuse switch disconnectors and switch disconnectors with fuses. www.siemens.com/fuses. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution boards as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE53250MK06_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 200 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator motor - 3NE5325-0MK06<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","semiconductor fuses, semiconductor protection, SITOR fuses",1,Title,Default Title,1250,shopify,45000,continue,manual,298,1,1,1,,0,g,,,,,,3NE5325-0MK06,https://static.siemens.com/mimes/10001000PNG/P_I201_XX_08187P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-160-a-ar-un-3ne5324-0mk06,"SITOR fuse link, with slotted blade contacts, NH2, In: 160 A, aR, Un- 3NE5324-0MK06","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 160 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator www.siemens.com/fuses.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE53240MK06_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 160 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator motor - 3NE5324-0MK06<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","Diazed fuse link, Knife blade fuse (NH), Low Voltage HRC fuse, Type of fuse",1,Title,Default Title,1240,shopify,45000,continue,manual,286,1,1,1,,0,g,,,,,,3NE5324-0MK06,https://static.siemens.com/mimes/10001000PNG/P_I201_XX_08187P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-125-a-ar-un-3ne5322-0mk06,"SITOR fuse link, with slotted blade contacts, NH2, In: 125 A, aR, Un- 3NE5322-0MK06","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 125 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator SITOR 3NE and 3NC semiconductor fuses protect power semiconductors from the effects of short circuits. As an important element of the SENTRON protective component line for electronic installations, the SITOR fuse system from Siemens provides effective protection for personnel, equipment and plants with reliable shutdown in the event of an overload or short circuit. The area of application also includes frequency converters with fuses in the input circuit and in the DC link and also UPS systems and soft-starters for motors. Key features of the Siemens SITOR fuses: 1. Extremely fast-acting switch-off characteristic compared to conventional LV HRC fuses. 2. Power semiconductors are also reliably protected in the event of a short-circuit. 3. The Siemens quality standard ensures very good characteristic curve accuracy. 4. SITOR cylindrical fuses are approved in accordance with IEC and UL and largely also CCC and can therefore be used worldwide. 5. In some cases suitable for installation in LV HRC fuse bases, in LV fuse switch disconnectors and switch disconnectors with fuses. www.siemens.com/fuses. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution boards as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE53220MK06_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 125 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator motor - 3NE5322-0MK06<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","semiconductor fuses, semiconductor protection, SITOR fuses",1,Title,Default Title,1243,shopify,45000,continue,manual,272,1,1,1,,0,g,,,,,,3NE5322-0MK06,https://static.siemens.com/mimes/10001000PNG/P_I201_XX_08187P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-100-a-ar-un-3ne5321-0mk06,"SITOR fuse link, with slotted blade contacts, NH2, In: 100 A, aR, Un- 3NE5321-0MK06","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 100 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator SITOR 3NE and 3NC semiconductor fuses protect power semiconductors from the effects of short circuits. As an important element of the SENTRON protective component line for electronic installations, the SITOR fuse system from Siemens provides effective protection for personnel, equipment and plants with reliable shutdown in the event of an overload or short circuit. The area of application also includes frequency converters with fuses in the input circuit and in the DC link and also UPS systems and soft-starters for motors. Key features of the Siemens SITOR fuses: 1. Extremely fast-acting switch-off characteristic compared to conventional LV HRC fuses. 2. Power semiconductors are also reliably protected in the event of a short-circuit. 3. The Siemens quality standard ensures very good characteristic curve accuracy. 4. SITOR cylindrical fuses are approved in accordance with IEC and UL and largely also CCC and can therefore be used worldwide. 5. In some cases suitable for installation in LV HRC fuse bases, in LV fuse switch disconnectors and switch disconnectors with fuses. www.siemens.com/fuses. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution boards as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE53210MK06_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 100 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator motor - 3NE5321-0MK06<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","semiconductor fuses, semiconductor protection, SITOR fuses",1,Title,Default Title,1226,shopify,45000,continue,manual,264,1,1,1,,0,g,,,,,,3NE5321-0MK06,https://static.siemens.com/mimes/10001000PNG/P_I201_XX_08187P.png,Shop All
sitor-fuse-link-with-slotted-blade-contacts-nh2-in-80-a-ar-un-3ne5320-0mk06,"SITOR fuse link, with slotted blade contacts, NH2, In: 80 A, aR, Un- 3NE5320-0MK06","<meta charset=utf-8><p><strong><span>Product Description:</span></strong></p><p><strong></strong>SITOR fuse link, with slotted blade contacts, NH2, In: 80 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator SITOR 3NE and 3NC semiconductor fuses protect power semiconductors from the effects of short circuits. As an important element of the SENTRON protective component line for electronic installations, the SITOR fuse system from Siemens provides effective protection for personnel, equipment and plants with reliable shutdown in the event of an overload or short circuit. The area of application also includes frequency converters with fuses in the input circuit and in the DC link and also UPS systems and soft-starters for motors. Key features of the Siemens SITOR fuses: 1. Extremely fast-acting switch-off characteristic compared to conventional LV HRC fuses. 2. Power semiconductors are also reliably protected in the event of a short-circuit. 3. The Siemens quality standard ensures very good characteristic curve accuracy. 4. SITOR cylindrical fuses are approved in accordance with IEC and UL and largely also CCC and can therefore be used worldwide. 5. In some cases suitable for installation in LV HRC fuse bases, in LV fuse switch disconnectors and switch disconnectors with fuses. www.siemens.com/fuses. Siemens offers a comprehensive portfolio of protection, switching, measuring and monitoring devices, distribution boards as well as switches and sockets for safe and efficient electrical infrastructure in buildings and industry.</p><p></p><a href=https://cdn.shopify.com/s/files/1/0078/1084/2724/files/3NE53200MK06_datasheet.pdf target=_blank aria-describedby=a11y-new-window-external-message rel=noopener noreferrer>SITOR fuse link, with slotted blade contacts, NH2, In: 80 A, aR, Un AC: 1500 V, Un DC: 1000 V, without Indicator motor - 3NE5320-0MK06<strong><span></span> Datasheet</strong></a><ul></ul>",Siemens,"SITOR fuse link, with slotted blade contacts, NH2,","semiconductor fuses, semiconductor protection, SITOR fuses",1,Title,Default Title,1234,shopify,45000,continue,manual,256,1,1,1,,0,g,,,,,,3NE5320-0MK06,https://static.siemens.com/mimes/10001000PNG/P_I201_XX_08187P.png,Shop All
